Gene1_ID	Gene2_ID	Gene1_Symbol	Gene2_Symbol	G1>G2_mut	G1>G2_wild	fisher_pvalue
9048	417	ARTN	ART1	31	256	0.00757800075007466
9053	22809	MAP7	ATF5	31	256	0.00757800075007466
9097	5104	USP14	SERPINA5	31	256	0.00757800075007466
9128	56259	PRPF4	CTNNBL1	31	256	0.00757800075007466
9140	78992	ATG12	YIPF2	31	256	0.00757800075007466
9166	79096	EBAG9	C11orf49	31	256	0.00757800075007466
9185	10265	REPS2	IRX5	31	256	0.00757800075007466
9202	9473	ZMYM4	THEMIS2	31	256	0.00757800075007466
9231	55038	DLG5	CDCA4	31	256	0.00757800075007466
9240	5518	PNMA1	PPP2R1A	31	256	0.00757800075007466
9260	10021	PDLIM7	HCN4	31	256	0.00757800075007466
9289	9209	ADGRG1	LRRFIP2	31	256	0.00757800075007466
9294	5083	S1PR2	PAX9	31	256	0.00757800075007466
9358	8123	ITGBL1	PWAR5	31	256	0.00757800075007466
9397	51129	NMT2	ANGPTL4	31	256	0.00757800075007466
9419	2938	CRIPT	GSTA1	31	256	0.00757800075007466
9422	10265	ZNF264	IRX5	31	256	0.00757800075007466
9422	29903	ZNF264	CCDC106	31	256	0.00757800075007466
9425	23158	CDYL	TBC1D9	31	256	0.00757800075007466
9489	2258	PGS1	FGF13	31	256	0.00757800075007466
9555	10617	MACROH2A1	STAMBP	31	256	0.00757800075007466
9569	22800	GTF2IRD1	RRAS2	31	256	0.00757800075007466
9573	1268	GDF3	CNR1	31	256	0.00757800075007466
9601	5636	PDIA4	PRPSAP2	31	256	0.00757800075007466
9601	7511	PDIA4	XPNPEP1	31	256	0.00757800075007466
9627	23162	SNCAIP	MAPK8IP3	31	256	0.00757800075007466
9628	534	RGS6	ATP6V1G2	31	256	0.00757800075007466
9628	3674	RGS6	ITGA2B	31	256	0.00757800075007466
9681	563	DEPDC5	AZGP1	31	256	0.00757800075007466
9693	8659	RAPGEF2	ALDH4A1	31	256	0.00757800075007466
9693	9666	RAPGEF2	DZIP3	31	256	0.00757800075007466
9720	80059	CCDC144A	LRRTM4	31	256	0.00757800075007466
9727	6470	RAB11FIP3	SHMT1	31	256	0.00757800075007466
9732	2938	DOCK4	GSTA1	31	256	0.00757800075007466
9732	23768	DOCK4	FLRT2	31	256	0.00757800075007466
9738	6441	CCP110	SFTPD	31	256	0.00757800075007466
9748	788	SLK	SLC25A20	31	256	0.00757800075007466
9752	7179	PCDHA9	TPTE	31	256	0.00757800075007466
9770	7584	RASSF2	ZNF35	31	256	0.00757800075007466
9775	25796	EIF4A3	PGLS	31	256	0.00757800075007466
9780	3299	PIEZO1	HSF4	31	256	0.00757800075007466
9780	4356	PIEZO1	MPP3	31	256	0.00757800075007466
9780	6785	PIEZO1	ELOVL4	31	256	0.00757800075007466
9780	8814	PIEZO1	CDKL1	31	256	0.00757800075007466
9780	27036	PIEZO1	SIGLEC7	31	256	0.00757800075007466
9780	56928	PIEZO1	SPPL2B	31	256	0.00757800075007466
9780	222663	PIEZO1	SCUBE3	31	256	0.00757800075007466
9790	57418	BMS1	WDR18	31	256	0.00757800075007466
9833	84722	MELK	PSRC1	31	256	0.00757800075007466
9840	9745	TESPA1	ZNF536	31	256	0.00757800075007466
9853	3755	RUSC2	KCNG1	31	256	0.00757800075007466
9869	50853	SETDB1	VILL	31	256	0.00757800075007466
9887	2817	SMG7	GPC1	31	256	0.00757800075007466
9911	563	TMCC2	AZGP1	31	256	0.00757800075007466
9966	4153	TNFSF15	MBL2	31	256	0.00757800075007466
9966	56897	TNFSF15	WRNIP1	31	256	0.00757800075007466
9968	23710	MED12	GABARAPL1	31	256	0.00757800075007466
10051	5104	SMC4	SERPINA5	31	256	0.00757800075007466
10135	5019	NAMPT	OXCT1	31	256	0.00757800075007466
10137	65057	RBM12	ACD	31	256	0.00757800075007466
10228	55286	STX6	C4orf19	31	256	0.00757800075007466
10244	54762	RABEPK	GRAMD1C	31	256	0.00757800075007466
10250	5104	SRRM1	SERPINA5	31	256	0.00757800075007466
10261	5174	IGSF6	PDZK1	31	256	0.00757800075007466
10270	10681	AKAP8	GNB5	31	256	0.00757800075007466
10312	2737	TCIRG1	GLI3	31	256	0.00757800075007466
10312	6594	TCIRG1	SMARCA1	31	256	0.00757800075007466
10312	9779	TCIRG1	TBC1D5	31	256	0.00757800075007466
10312	10256	TCIRG1	CNKSR1	31	256	0.00757800075007466
10312	50628	TCIRG1	GEMIN4	31	256	0.00757800075007466
10397	5104	NDRG1	SERPINA5	31	256	0.00757800075007466
10422	51103	UBAC1	NDUFAF1	31	256	0.00757800075007466
10432	9486	RBM14	CHST10	31	256	0.00757800075007466
10475	1802	TRIM38	DPH2	31	256	0.00757800075007466
10475	5298	TRIM38	PI4KB	31	256	0.00757800075007466
10490	523	VTI1B	ATP6V1A	31	256	0.00757800075007466
10493	23301	VAT1	EHBP1	31	256	0.00757800075007466
10494	23397	STK25	NCAPH	31	256	0.00757800075007466
10507	2938	SEMA4D	GSTA1	31	256	0.00757800075007466
10507	9143	SEMA4D	SYNGR3	31	256	0.00757800075007466
10507	30845	SEMA4D	EHD3	31	256	0.00757800075007466
10535	1039	RNASEH2A	CDR2	31	256	0.00757800075007466
10555	80023	AGPAT2	NRSN2	31	256	0.00757800075007466
10605	5104	PAIP1	SERPINA5	31	256	0.00757800075007466
10668	642	CGRRF1	BLMH	31	256	0.00757800075007466
10762	51129	NUP50	ANGPTL4	31	256	0.00757800075007466
10769	29775	PLK2	CARD10	31	256	0.00757800075007466
10776	55297	ARPP19	CCDC91	31	256	0.00757800075007466
10785	7053	WDR4	TGM3	31	256	0.00757800075007466
10807	54957	ENTR1	TXNL4B	31	256	0.00757800075007466
10847	10982	SRCAP	MAPRE2	31	256	0.00757800075007466
10861	1740	SLC26A1	DLG2	31	256	0.00757800075007466
10905	9033	MAN1A2	PKD2L1	31	256	0.00757800075007466
10921	5104	RNPS1	SERPINA5	31	256	0.00757800075007466
10928	26057	RALBP1	ANKRD17	31	256	0.00757800075007466
10947	55157	AP3M2	DARS2	31	256	0.00757800075007466
11000	54922	SLC27A3	RASIP1	31	256	0.00757800075007466
11064	7125	CNTRL	TNNC2	31	256	0.00757800075007466
11144	58158	DMC1	NEUROD4	31	256	0.00757800075007466
11156	8437	PTP4A3	RASAL1	31	256	0.00757800075007466
11177	26133	BAZ1A	TRPC4AP	31	256	0.00757800075007466
11183	9900	MAP4K5	SV2A	31	256	0.00757800075007466
11215	79071	AKAP11	ELOVL6	31	256	0.00757800075007466
11216	4010	AKAP10	LMX1B	31	256	0.00757800075007466
11238	6123	CA5B	RPL3L	31	256	0.00757800075007466
11238	79634	CA5B	SCRN3	31	256	0.00757800075007466
11274	6470	USP18	SHMT1	31	256	0.00757800075007466
11274	9677	USP18	PPIP5K1	31	256	0.00757800075007466
11274	10174	USP18	SORBS3	31	256	0.00757800075007466
11274	64838	USP18	FNDC4	31	256	0.00757800075007466
11314	930	CD300A	CD19	31	256	0.00757800075007466
11329	7692	STK38	ZNF133	31	256	0.00757800075007466
22797	1464	TFEC	CSPG4	31	256	0.00757800075007466
22837	9113	COBLL1	LATS1	31	256	0.00757800075007466
22845	23710	DOLK	GABARAPL1	31	256	0.00757800075007466
22845	51299	DOLK	NRN1	31	256	0.00757800075007466
22850	64149	ADNP2	C17orf75	31	256	0.00757800075007466
22880	55757	MORC2	UGGT2	31	256	0.00757800075007466
22897	563	CEP164	AZGP1	31	256	0.00757800075007466
22904	563	SBNO2	AZGP1	31	256	0.00757800075007466
22990	3131	PCNX1	HLF	31	256	0.00757800075007466
23063	55246	WAPL	CCDC25	31	256	0.00757800075007466
23154	2820	NCDN	GPD2	31	256	0.00757800075007466
23165	55163	NUP205	PNPO	31	256	0.00757800075007466
23168	55246	RTF1	CCDC25	31	256	0.00757800075007466
23185	10139	LARP4B	ARFRP1	31	256	0.00757800075007466
23212	309	RRS1	ANXA6	31	256	0.00757800075007466
23236	4752	PLCB1	NEK3	31	256	0.00757800075007466
23283	55757	CSTF2T	UGGT2	31	256	0.00757800075007466
23313	2057	KIAA0930	EPOR	31	256	0.00757800075007466
23347	8086	SMCHD1	AAAS	31	256	0.00757800075007466
23404	4233	EXOSC2	MET	31	256	0.00757800075007466
23404	65082	EXOSC2	VPS33A	31	256	0.00757800075007466
23461	6716	ABCA5	SRD5A2	31	256	0.00757800075007466
23461	60495	ABCA5	HPSE2	31	256	0.00757800075007466
23467	563	NPTXR	AZGP1	31	256	0.00757800075007466
23503	79006	ZFYVE26	METRN	31	256	0.00757800075007466
23512	23294	SUZ12	ANKS1A	31	256	0.00757800075007466
23531	7993	MMD	UBXN8	31	256	0.00757800075007466
23536	23035	ADAT1	PHLPP2	31	256	0.00757800075007466
23541	8123	SEC14L2	PWAR5	31	256	0.00757800075007466
23542	3768	MAPK8IP2	KCNJ12	31	256	0.00757800075007466
23558	51755	WBP2	CDK12	31	256	0.00757800075007466
23621	9749	BACE1	PHACTR2	31	256	0.00757800075007466
23637	55689	RABGAP1	YEATS2	31	256	0.00757800075007466
23637	284325	RABGAP1	C19orf54	31	256	0.00757800075007466
23670	51129	CEMIP2	ANGPTL4	31	256	0.00757800075007466
23759	4703	PPIL2	NEB	31	256	0.00757800075007466
24138	10892	IFIT5	MALT1	31	256	0.00757800075007466
25759	5133	SHC2	PDCD1	31	256	0.00757800075007466
25825	5713	BACE2	PSMD7	31	256	0.00757800075007466
25825	10342	BACE2	TFG	31	256	0.00757800075007466
25825	55274	BACE2	PHF10	31	256	0.00757800075007466
25836	9486	NIPBL	CHST10	31	256	0.00757800075007466
25861	563	WHRN	AZGP1	31	256	0.00757800075007466
25912	563	C1orf43	AZGP1	31	256	0.00757800075007466
25963	10240	TMEM87A	MRPS31	31	256	0.00757800075007466
25998	55297	IBTK	CCDC91	31	256	0.00757800075007466
26000	10608	TBC1D10B	MXD4	31	256	0.00757800075007466
26002	23127	MOXD1	COLGALT2	31	256	0.00757800075007466
26030	287	PLEKHG3	ANK2	31	256	0.00757800075007466
26030	26173	PLEKHG3	INTS1	31	256	0.00757800075007466
26038	2303	CHD5	FOXC2	31	256	0.00757800075007466
26071	54093	RTL8A	SETD4	31	256	0.00757800075007466
26071	55909	RTL8A	BIN3	31	256	0.00757800075007466
26130	403	GAPVD1	ARL3	31	256	0.00757800075007466
26574	65987	AATF	KCTD14	31	256	0.00757800075007466
26872	8638	STEAP1	OASL	31	256	0.00757800075007466
27091	84779	CACNG5	NAA11	31	256	0.00757800075007466
27120	4632	DKKL1	MYL1	31	256	0.00757800075007466
27158	1233	NDOR1	CCR4	31	256	0.00757800075007466
27180	4295	SIGLEC9	MLN	31	256	0.00757800075007466
27324	653505	TOX3	PPIAL4A	31	256	0.00757800075007466
28232	9785	SLCO3A1	DHX38	31	256	0.00757800075007466
28232	10300	SLCO3A1	KATNB1	31	256	0.00757800075007466
28232	10998	SLCO3A1	SLC27A5	31	256	0.00757800075007466
28965	1401	SLC27A6	CRP	31	256	0.00757800075007466
28965	3818	SLC27A6	KLKB1	31	256	0.00757800075007466
28965	4978	SLC27A6	OPCML	31	256	0.00757800075007466
28965	50943	SLC27A6	FOXP3	31	256	0.00757800075007466
29097	5104	CNIH4	SERPINA5	31	256	0.00757800075007466
29760	1036	BLNK	CDO1	31	256	0.00757800075007466
29803	10240	REPIN1	MRPS31	31	256	0.00757800075007466
29944	3933	PNMA3	LCN1	31	256	0.00757800075007466
29959	2938	NRBP1	GSTA1	31	256	0.00757800075007466
29978	79161	UBQLN2	TMEM243	31	256	0.00757800075007466
30850	93	CDR2L	ACVR2B	31	256	0.00757800075007466
30850	3163	CDR2L	HMOX2	31	256	0.00757800075007466
30850	9572	CDR2L	NR1D1	31	256	0.00757800075007466
30850	23510	CDR2L	KCTD2	31	256	0.00757800075007466
30850	51619	CDR2L	UBE2D4	31	256	0.00757800075007466
50507	881	NOX4	CCIN	31	256	0.00757800075007466
50507	2835	NOX4	GPR12	31	256	0.00757800075007466
50507	4045	NOX4	LSAMP	31	256	0.00757800075007466
50507	4625	NOX4	MYH7	31	256	0.00757800075007466
50507	6935	NOX4	ZEB1	31	256	0.00757800075007466
50507	8353	NOX4	H3C6	31	256	0.00757800075007466
50507	10584	NOX4	COLEC10	31	256	0.00757800075007466
50507	26266	NOX4	SLC13A4	31	256	0.00757800075007466
50507	50615	NOX4	IL21R	31	256	0.00757800075007466
50507	51266	NOX4	CLEC1B	31	256	0.00757800075007466
50507	54549	NOX4	SDK2	31	256	0.00757800075007466
50507	54622	NOX4	ARL15	31	256	0.00757800075007466
50507	79748	NOX4	LMAN1L	31	256	0.00757800075007466
50814	8546	NSDHL	AP3B1	31	256	0.00757800075007466
50999	11004	TMED5	KIF2C	31	256	0.00757800075007466
51018	55286	RRP15	C4orf19	31	256	0.00757800075007466
51083	64800	GAL	EFCAB6	31	256	0.00757800075007466
51090	56890	PLLP	MDM1	31	256	0.00757800075007466
51123	57136	ZNF706	APMAP	31	256	0.00757800075007466
51128	55163	SAR1B	PNPO	31	256	0.00757800075007466
51155	2961	JPT1	GTF2E2	31	256	0.00757800075007466
51188	5104	SS18L2	SERPINA5	31	256	0.00757800075007466
51191	8631	HERC5	SKAP1	31	256	0.00757800075007466
51192	84934	CKLF	RITA1	31	256	0.00757800075007466
51278	1876	IER5	E2F6	31	256	0.00757800075007466
51278	3189	IER5	HNRNPH3	31	256	0.00757800075007466
51296	9077	SLC15A3	DIRAS3	31	256	0.00757800075007466
51297	4295	BPIFA1	MLN	31	256	0.00757800075007466
51307	8975	FAM53C	USP13	31	256	0.00757800075007466
51317	2962	PHF21A	GTF2F1	31	256	0.00757800075007466
51317	7024	PHF21A	TFCP2	31	256	0.00757800075007466
51317	22884	PHF21A	WDR37	31	256	0.00757800075007466
51514	4897	DTL	NRCAM	31	256	0.00757800075007466
51542	54093	VPS54	SETD4	31	256	0.00757800075007466
51542	54802	VPS54	TRIT1	31	256	0.00757800075007466
51547	55757	SIRT7	UGGT2	31	256	0.00757800075007466
51635	51299	DHRS7	NRN1	31	256	0.00757800075007466
51659	64921	GINS2	CASD1	31	256	0.00757800075007466
51776	79575	MAP3K20	ABHD8	31	256	0.00757800075007466
53832	11317	IL20RA	RBPJL	31	256	0.00757800075007466
54438	55286	GFOD1	C4orf19	31	256	0.00757800075007466
54477	29946	PLEKHA5	SERTAD3	31	256	0.00757800075007466
54521	79006	WDR44	METRN	31	256	0.00757800075007466
54542	6441	RC3H2	SFTPD	31	256	0.00757800075007466
54558	7018	SPATA6	TF	31	256	0.00757800075007466
54629	56344	MINDY2	CABP5	31	256	0.00757800075007466
54718	4163	BTN2A3P	MCC	31	256	0.00757800075007466
54726	55757	OTUD4	UGGT2	31	256	0.00757800075007466
54732	1981	TMED9	EIF4G1	31	256	0.00757800075007466
54788	4233	DNAJB12	MET	31	256	0.00757800075007466
54836	57447	BSPRY	NDRG2	31	256	0.00757800075007466
54884	441194	RETSAT	PMS2CL	31	256	0.00757800075007466
54941	3972	RNF125	LHB	31	256	0.00757800075007466
54989	3739	ZNF770	KCNA4	31	256	0.00757800075007466
55034	57830	MOCOS	KRTAP5-8	31	256	0.00757800075007466
55057	79575	CRYBG2	ABHD8	31	256	0.00757800075007466
55119	79006	PRPF38B	METRN	31	256	0.00757800075007466
55144	8894	LRRC8D	EIF2S2	31	256	0.00757800075007466
55149	9655	MTPAP	SOCS5	31	256	0.00757800075007466
55200	563	PLEKHG6	AZGP1	31	256	0.00757800075007466
55200	1179	PLEKHG6	CLCA1	31	256	0.00757800075007466
55218	54802	EXD2	TRIT1	31	256	0.00757800075007466
55239	642	OGFOD1	BLMH	31	256	0.00757800075007466
55272	5104	IMP3	SERPINA5	31	256	0.00757800075007466
55273	79849	TMEM100	PDZD3	31	256	0.00757800075007466
55346	24139	TCP11L1	EML2	31	256	0.00757800075007466
55620	7813	STAP2	EVI5	31	256	0.00757800075007466
55644	80199	OSGEP	FUZ	31	256	0.00757800075007466
55653	2554	BCAS4	GABRA1	31	256	0.00757800075007466
55653	79634	BCAS4	SCRN3	31	256	0.00757800075007466
55658	6786	RNF126	STIM1	31	256	0.00757800075007466
55664	686	CDC37L1	BTD	31	256	0.00757800075007466
55671	27436	PPP4R3A	EML4	31	256	0.00757800075007466
55737	476	VPS35	ATP1A1	31	256	0.00757800075007466
55762	238	ZNF701	ALK	31	256	0.00757800075007466
55770	56603	EXOC2	CYP26B1	31	256	0.00757800075007466
55850	9958	USE1	USP15	31	256	0.00757800075007466
55890	93	GPRC5C	ACVR2B	31	256	0.00757800075007466
55890	11285	GPRC5C	B4GALT7	31	256	0.00757800075007466
55890	11333	GPRC5C	PDAP1	31	256	0.00757800075007466
56159	8856	TEX11	NR1I2	31	256	0.00757800075007466
56252	9697	YLPM1	TRAM2	31	256	0.00757800075007466
56255	55857	TMX4	KIZ	31	256	0.00757800075007466
56255	58473	TMX4	PLEKHB1	31	256	0.00757800075007466
56474	10156	CTPS2	RASA4	31	256	0.00757800075007466
56647	3163	BCCIP	HMOX2	31	256	0.00757800075007466
56649	535	TMPRSS4	ATP6V0A1	31	256	0.00757800075007466
56649	1390	TMPRSS4	CREM	31	256	0.00757800075007466
56649	1845	TMPRSS4	DUSP3	31	256	0.00757800075007466
56649	2318	TMPRSS4	FLNC	31	256	0.00757800075007466
56649	4056	TMPRSS4	LTC4S	31	256	0.00757800075007466
56649	5347	TMPRSS4	PLK1	31	256	0.00757800075007466
56649	6249	TMPRSS4	CLIP1	31	256	0.00757800075007466
56649	8705	TMPRSS4	B3GALT4	31	256	0.00757800075007466
56649	9415	TMPRSS4	FADS2	31	256	0.00757800075007466
56649	10585	TMPRSS4	POMT1	31	256	0.00757800075007466
56649	22808	TMPRSS4	MRAS	31	256	0.00757800075007466
56649	22893	TMPRSS4	BAHD1	31	256	0.00757800075007466
56649	55072	TMPRSS4	RNF31	31	256	0.00757800075007466
56649	55825	TMPRSS4	PECR	31	256	0.00757800075007466
56649	64220	TMPRSS4	STRA6	31	256	0.00757800075007466
56649	65080	TMPRSS4	MRPL44	31	256	0.00757800075007466
56649	83737	TMPRSS4	ITCH	31	256	0.00757800075007466
56833	563	SLAMF8	AZGP1	31	256	0.00757800075007466
56920	116285	SEMA3G	ACSM1	31	256	0.00757800075007466
56937	1045	PMEPA1	CDX2	31	256	0.00757800075007466
56937	1140	PMEPA1	CHRNB1	31	256	0.00757800075007466
56937	2028	PMEPA1	ENPEP	31	256	0.00757800075007466
56937	2267	PMEPA1	FGL1	31	256	0.00757800075007466
56937	4675	PMEPA1	NAP1L3	31	256	0.00757800075007466
56937	6660	PMEPA1	SOX5	31	256	0.00757800075007466
56937	6866	PMEPA1	TAC3	31	256	0.00757800075007466
56937	24139	PMEPA1	EML2	31	256	0.00757800075007466
56937	27185	PMEPA1	DISC1	31	256	0.00757800075007466
56937	50487	PMEPA1	PLA2G3	31	256	0.00757800075007466
56937	55301	PMEPA1	OLAH	31	256	0.00757800075007466
56940	51703	DUSP22	ACSL5	31	256	0.00757800075007466
56946	2646	EMSY	GCKR	31	256	0.00757800075007466
56986	10265	DTWD1	IRX5	31	256	0.00757800075007466
57017	1728	COQ9	NQO1	31	256	0.00757800075007466
57047	1109	PLSCR2	AKR1C4	31	256	0.00757800075007466
57047	7273	PLSCR2	TTN	31	256	0.00757800075007466
57105	4111	CYSLTR2	MAGEA12	31	256	0.00757800075007466
57209	9150	ZNF248	CTDP1	31	256	0.00757800075007466
57404	261734	CYP20A1	NPHP4	31	256	0.00757800075007466
57472	23023	CNOT6	TMCC1	31	256	0.00757800075007466
57586	2775	SYT13	GNAO1	31	256	0.00757800075007466
57761	192683	TRIB3	SCAMP5	31	256	0.00757800075007466
57862	57798	ZNF410	GATAD1	31	256	0.00757800075007466
59269	563	HIVEP3	AZGP1	31	256	0.00757800075007466
60506	7201	NYX	TRHR	31	256	0.00757800075007466
60686	4163	C14orf93	MCC	31	256	0.00757800075007466
63876	563	PKNOX2	AZGP1	31	256	0.00757800075007466
63893	9513	UBE2O	FXR2	31	256	0.00757800075007466
63932	79006	STEEP1	METRN	31	256	0.00757800075007466
63967	563	CLSPN	AZGP1	31	256	0.00757800075007466
64087	9077	MCCC2	DIRAS3	31	256	0.00757800075007466
64215	6441	DNAJC1	SFTPD	31	256	0.00757800075007466
64218	9907	SEMA4A	AP5Z1	31	256	0.00757800075007466
64284	64838	RAB17	FNDC4	31	256	0.00757800075007466
64343	6441	AZI2	SFTPD	31	256	0.00757800075007466
64400	406	AKTIP	ARNTL	31	256	0.00757800075007466
64693	6317	CTAGE1	SERPINB3	31	256	0.00757800075007466
64771	2057	ILRUN	EPOR	31	256	0.00757800075007466
64771	3633	ILRUN	INPP5B	31	256	0.00757800075007466
64981	5591	MRPL34	PRKDC	31	256	0.00757800075007466
64981	60314	MRPL34	MYG1	31	256	0.00757800075007466
65080	1036	MRPL44	CDO1	31	256	0.00757800075007466
66008	4649	TRAK2	MYO9A	31	256	0.00757800075007466
78988	27065	MRPL57	NSG1	31	256	0.00757800075007466
79152	7170	FA2H	TPM3	31	256	0.00757800075007466
79567	10450	RIPOR1	PPIE	31	256	0.00757800075007466
79623	4635	GALNT14	MYL4	31	256	0.00757800075007466
79685	64221	SAP30L	ROBO3	31	256	0.00757800075007466
79696	563	ZC2HC1C	AZGP1	31	256	0.00757800075007466
79696	2854	ZC2HC1C	GPR32	31	256	0.00757800075007466
79710	6943	MORC4	TCF21	31	256	0.00757800075007466
79767	101	ELMO3	ADAM8	31	256	0.00757800075007466
79770	23493	TXNDC15	HEY2	31	256	0.00757800075007466
79770	30849	TXNDC15	PIK3R4	31	256	0.00757800075007466
79797	10265	ZNF408	IRX5	31	256	0.00757800075007466
79801	2593	SHCBP1	GAMT	31	256	0.00757800075007466
79839	6736	CCDC102B	SRY	31	256	0.00757800075007466
79932	10265	KIAA0319L	IRX5	31	256	0.00757800075007466
79944	5225	L2HGDH	PGC	31	256	0.00757800075007466
79977	23175	GRHL2	LPIN1	31	256	0.00757800075007466
79977	79918	GRHL2	SETD6	31	256	0.00757800075007466
79979	5563	TRMT2B	PRKAA2	31	256	0.00757800075007466
80235	776	PIGZ	CACNA1D	31	256	0.00757800075007466
80830	25992	APOL6	SNED1	31	256	0.00757800075007466
80830	64129	APOL6	TINAGL1	31	256	0.00757800075007466
80895	91860	ILKAP	CALML4	31	256	0.00757800075007466
81848	2820	SPRY4	GPD2	31	256	0.00757800075007466
81848	5563	SPRY4	PRKAA2	31	256	0.00757800075007466
81873	5104	ARPC5L	SERPINA5	31	256	0.00757800075007466
81887	91860	LAS1L	CALML4	31	256	0.00757800075007466
81892	57037	SLIRP	ANKMY2	31	256	0.00757800075007466
81929	3852	SEH1L	KRT5	31	256	0.00757800075007466
81929	58473	SEH1L	PLEKHB1	31	256	0.00757800075007466
81931	64077	ZNF93	LHPP	31	256	0.00757800075007466
81932	4745	HDHD3	NELL1	31	256	0.00757800075007466
84296	64779	GINS4	MTHFSD	31	256	0.00757800075007466
84617	23370	TUBB6	ARHGEF18	31	256	0.00757800075007466
85377	9900	MICALL1	SV2A	31	256	0.00757800075007466
90273	9970	CEACAM21	NR1I3	31	256	0.00757800075007466
92170	2938	MTG1	GSTA1	31	256	0.00757800075007466
92558	563	BICDL1	AZGP1	31	256	0.00757800075007466
112399	398	EGLN3	ARHGDIG	31	256	0.00757800075007466
112399	3082	EGLN3	HGF	31	256	0.00757800075007466
112399	43849	EGLN3	KLK12	31	256	0.00757800075007466
113178	4146	SCAMP4	MATN1	31	256	0.00757800075007466
113178	55721	SCAMP4	IQCC	31	256	0.00757800075007466
114791	222487	TUBGCP5	ADGRG3	31	256	0.00757800075007466
124222	79006	PAQR4	METRN	31	256	0.00757800075007466
126231	10300	ZNF573	KATNB1	31	256	0.00757800075007466
127544	51299	RNF19B	NRN1	31	256	0.00757800075007466
140460	4807	ASB7	NHLH1	31	256	0.00757800075007466
140803	8123	TRPM6	PWAR5	31	256	0.00757800075007466
152006	4801	RNF38	NFYB	31	256	0.00757800075007466
158747	6441	MOSPD2	SFTPD	31	256	0.00757800075007466
158747	83448	MOSPD2	PUS7L	31	256	0.00757800075007466
219333	727897	USP12	MUC5B	31	256	0.00757800075007466
253175	190	CDY1B	NR0B1	31	256	0.00757800075007466
253782	6662	CERS6	SOX9	31	256	0.00757800075007466
253980	29113	KCTD13	C6orf15	31	256	0.00757800075007466
254359	5192	ZDHHC24	PEX10	31	256	0.00757800075007466
283537	9513	SLC46A3	FXR2	31	256	0.00757800075007466
343070	3203	PRAMEF9	HOXA6	31	256	0.00757800075007466
387263	10450	C6orf120	PPIE	31	256	0.00757800075007466
440073	9990	IQSEC3	SLC12A6	31	256	0.00757800075007466
440193	1795	CCDC88C	DOCK3	31	256	0.00757800075007466
653361	54866	NCF1	PPP1R14D	31	256	0.00757800075007466
16	224	AARS1	ALDH3A2	31	262	0.0125095269273818
19	894	ABCA1	CCND2	31	262	0.0125095269273818
27	84779	ABL2	NAA11	31	262	0.0125095269273818
51	51299	ACOX1	NRN1	31	262	0.0125095269273818
87	25875	ACTN1	LETMD1	31	262	0.0125095269273818
87	26009	ACTN1	ZZZ3	31	262	0.0125095269273818
100	51129	ADA	ANGPTL4	31	262	0.0125095269273818
112	9077	ADCY6	DIRAS3	31	262	0.0125095269273818
132	22808	ADK	MRAS	31	262	0.0125095269273818
147	4163	ADRA1B	MCC	31	262	0.0125095269273818
154	1087	ADRB2	CEACAM7	31	262	0.0125095269273818
164	2737	AP1G1	GLI3	31	262	0.0125095269273818
182	10217	JAG1	CTDSPL	31	262	0.0125095269273818
196	56650	AHR	CLDND1	31	262	0.0125095269273818
197	57573	AHSG	ZNF471	31	262	0.0125095269273818
203	55072	AK1	RNF31	31	262	0.0125095269273818
240	10347	ALOX5	ABCA7	31	262	0.0125095269273818
245	460	ALOX12P2	ASTN1	31	262	0.0125095269273818
249	5600	ALPL	MAPK11	31	262	0.0125095269273818
249	6915	ALPL	TBXA2R	31	262	0.0125095269273818
270	2868	AMPD1	GRK4	31	262	0.0125095269273818
270	10136	AMPD1	CELA3A	31	262	0.0125095269273818
272	3851	AMPD3	KRT4	31	262	0.0125095269273818
323	4108	APBB2	MAGEA9	31	262	0.0125095269273818
331	2015	XIAP	ADGRE1	31	262	0.0125095269273818
332	2118	BIRC5	ETV4	31	262	0.0125095269273818
332	79035	BIRC5	NABP2	31	262	0.0125095269273818
333	6770	APLP1	STAR	31	262	0.0125095269273818
392	6441	ARHGAP1	SFTPD	31	262	0.0125095269273818
407	534	ARR3	ATP6V1G2	31	262	0.0125095269273818
463	9563	ZFHX3	H6PD	31	262	0.0125095269273818
463	90233	ZFHX3	ZNF551	31	262	0.0125095269273818
517	4495	ATP5MC2	MT1G	31	262	0.0125095269273818
537	4236	ATP6AP1	MFAP1	31	262	0.0125095269273818
537	11198	ATP6AP1	SUPT16H	31	262	0.0125095269273818
538	1036	ATP7A	CDO1	31	262	0.0125095269273818
538	7068	ATP7A	THRB	31	262	0.0125095269273818
538	56673	ATP7A	C11orf16	31	262	0.0125095269273818
545	8314	ATR	BAP1	31	262	0.0125095269273818
546	51299	ATRX	NRN1	31	262	0.0125095269273818
571	6540	BACH1	SLC6A13	31	262	0.0125095269273818
571	27254	BACH1	CSDC2	31	262	0.0125095269273818
602	91	BCL3	ACVR1B	31	262	0.0125095269273818
605	8470	BCL7A	SORBS2	31	262	0.0125095269273818
607	4205	BCL9	MEF2A	31	262	0.0125095269273818
624	2027	BDKRB2	ENO3	31	262	0.0125095269273818
624	27158	BDKRB2	NDOR1	31	262	0.0125095269273818
633	58494	BGN	JAM2	31	262	0.0125095269273818
637	51011	BID	FAHD2A	31	262	0.0125095269273818
655	65010	BMP7	SLC26A6	31	262	0.0125095269273818
